Symbol,Name,LastSale,MarketCap,ADR_TSO,IPOyear,Sector,Industry,Summary_Quote
COR,CoreSite Realty Corporation,114.97,4242192147,n/a,2010,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/cor
CNR,"Cornerstone Building Brands, Inc.",5.85,734257444.1,n/a,n/a,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/cnr
GLW,Corning Incorporated,34.12,26775814362,n/a,n/a,Basic Industries,Telecommunications Equipment,https://www.nasdaq.com/symbol/glw
CAAP,Corporacion America Airports SA,8.25,1320183662,n/a,2018,Transportation,Aerospace,https://www.nasdaq.com/symbol/caap
GYC,Corporate Asset Backed Corp CABCO,21.6762,0,n/a,n/a,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/gyc
OFC,Corporate Office Properties Trust,26.53,2969170718,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/ofc
CTVA,"Corteva, Inc.",29.68,22224828310,n/a,2019,Consumer Non-Durables,Farming/Seeds/Milling,https://www.nasdaq.com/symbol/ctva
CZZ,Cosan Limited,13.35,3076475166,n/a,n/a,Consumer Non-Durables,Specialty Foods,https://www.nasdaq.com/symbol/czz
CMRE,Costamare Inc.,5.31,603085830.7,n/a,2010,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/cmre
CMRE^B,Costamare Inc.,23.1057,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/cmre^b
CMRE^C,Costamare Inc.,24.3,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/cmre^c
CMRE^D,Costamare Inc.,24.87,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/cmre^d
CMRE^E,Costamare Inc.,25.26,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/cmre^e
COT,Cott Corporation,13.39,1821002428,n/a,n/a,Consumer Non-Durables,Beverages (Production/Distribution),https://www.nasdaq.com/symbol/cot
COTY,Coty Inc.,11.59,8708703805,n/a,2013,Consumer Non-Durables,Package Goods/Cosmetics,https://www.nasdaq.com/symbol/coty
CUZ,Cousins Properties Incorporated,36.87,5406857635,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/cuz
CVA,Covanta Holding Corporation,17.8,2339553822,n/a,n/a,Basic Industries,Electric Utilities: Central,https://www.nasdaq.com/symbol/cva
CVIA,Covia Holdings Corporation,1.98,260264559.1,n/a,2018,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),https://www.nasdaq.com/symbol/cvia
CPF,CPB Inc.,30.03,859745116.2,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/cpf
CPL,CPFL Energia S.A.,15.49,8924210638,n/a,2004,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/cpl
CR,Crane Co.,83.74,5015029494,n/a,n/a,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/cr
CRD.A,Crawford & Company,n/a,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/crd.a
CRD.B,Crawford & Company,n/a,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/crd.b
BAP,Credicorp Ltd.,230.86,18413624460,n/a,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/bap
CS,Credit Suisse Group,12.04,30193912000,n/a,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/cs
CPG,Crescent Point Energy Corporation,3.31,1811770812,n/a,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/cpg
CEQP,Crestwood Equity Partners LP,36.5,2638130028,n/a,n/a,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/ceqp
CRH,CRH PLC,33.15,26554684978,n/a,n/a,Capital Goods,Building Materials,https://www.nasdaq.com/symbol/crh
CRT,Cross Timbers Royalty Trust,12.3981,74388600,n/a,1992,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/crt
CAPL,CrossAmerica Partners LP,15.82,544905867.7,n/a,2012,Energy,Oil Refining/Marketing,https://www.nasdaq.com/symbol/capl
CCI,Crown Castle International Corporation,130.12,54096249498,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/cci
CCI^A,Crown Castle International Corporation,1198.665,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/cci^a
CCK,"Crown Holdings, Inc.",62.07,8400472861,n/a,n/a,Consumer Durables,Containers/Packaging,https://www.nasdaq.com/symbol/cck
CRY,"CryoLife, Inc.",30.52,1139486693,n/a,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/cry
CSS,"CSS Industries, Inc.",4.82,42595487.16,n/a,n/a,Consumer Services,Consumer: Greeting Cards,https://www.nasdaq.com/symbol/css
CTS,CTS Corporation,28.01,920282779.1,n/a,n/a,Technology,Electrical Products,https://www.nasdaq.com/symbol/cts
CUBE,CubeSmart,33.21,6259125796,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/cube
CUB,Cubic Corporation,64.99,2024919296,n/a,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/cub
CFR,"Cullen/Frost Bankers, Inc.",93.79,5917516480,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/cfr
CFR^A,"Cullen/Frost Bankers, Inc.",26.0796,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/cfr^a
CULP,"Culp, Inc.",19.21,238031110,n/a,n/a,Basic Industries,Textiles,https://www.nasdaq.com/symbol/culp
CMI,Cummins Inc.,172.86,27224114138,n/a,n/a,Energy,Industrial Machinery/Components,https://www.nasdaq.com/symbol/cmi
CURO,CURO Group Holdings Corp.,10.98,509940055.4,n/a,2017,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/curo
CW,Curtiss-Wright Corporation,127.32,5445844737,n/a,n/a,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/cw
SRF,Cushing Energy Income Fund (The),7.05,17448672.45,n/a,2012,n/a,n/a,https://www.nasdaq.com/symbol/srf
SRV,Cushing MLP & Infrastructure Total Return Fund,10.2,68689880.4,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/srv
SZC,Cushing Renaissance Fund (The),14.09,109974464.9,n/a,2012,n/a,n/a,https://www.nasdaq.com/symbol/szc
SZC~,Cushing Renaissance Fund (The),0.2,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/szc~
CWK,Cushman & Wakefield plc,17.95,3891089584,n/a,2018,Finance,Real Estate,https://www.nasdaq.com/symbol/cwk
CUBI,"Customers Bancorp, Inc",20.76,646588801,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/cubi
CUBI^C,"Customers Bancorp, Inc",25.68,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/cubi^c
CUBI^D,"Customers Bancorp, Inc",25.8,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/cubi^d
CUBI^E,"Customers Bancorp, Inc",25.8651,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/cubi^e
CUBI^F,"Customers Bancorp, Inc",25.667,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/cubi^f
CVI,CVR Energy Inc.,50,5026529950,n/a,2007,Energy,Integrated oil Companies,https://www.nasdaq.com/symbol/cvi
UAN,"CVR Partners, LP",3.72,421412659.6,n/a,2011,Basic Industries,Agricultural Chemicals,https://www.nasdaq.com/symbol/uan
CVS,CVS Health Corporation,54.93,71359129053,n/a,n/a,Health Care,Medical/Nursing Services,https://www.nasdaq.com/symbol/cvs
CELP,"Cypress Energy Partners, L.P.",7.36,88709395.52,n/a,2014,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/celp
DHI,"D.R. Horton, Inc.",43.62,16277979170,n/a,n/a,Capital Goods,Homebuilding,https://www.nasdaq.com/symbol/dhi
DAN,Dana Incorporated,19.57,2816373144,n/a,n/a,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/dan
DHR,Danaher Corporation,144,1.03094E+11,n/a,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/dhr
DHR^A,Danaher Corporation,1106.75,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dhr^a
DAC,Danaos Corporation,8.32,127904974.1,n/a,2006,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/dac
DQ,DAQO New Energy Corp.,44.04,584903607.6,n/a,2010,Technology,Semiconductors,https://www.nasdaq.com/symbol/dq
DRI,"Darden Restaurants, Inc.",121.59,14952627765,n/a,n/a,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/dri
DAR,Darling Ingredients Inc.,19.86,3271911287,n/a,n/a,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/dar
DVA,DaVita Inc.,56.09,9333376000,n/a,n/a,Health Care,Hospital/Nursing Management,https://www.nasdaq.com/symbol/dva
DCP,DCP Midstream LP,29.87,4280888587,n/a,n/a,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/dcp
DCP^B,DCP Midstream LP,24.07,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dcp^b
DCP^C,DCP Midstream LP,24.18,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dcp^c
DF,Dean Foods Company,0.9262,84973041.8,n/a,n/a,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/df
DECK,Deckers Outdoor Corporation,175.79,5122872532,n/a,1993,Consumer Non-Durables,Shoe Manufacturing,https://www.nasdaq.com/symbol/deck
DE,Deere & Company,165.14,52348642815,n/a,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/de
DEX,Delaware Enhanced Global Dividend,9.99,126505747.6,n/a,2007,n/a,n/a,https://www.nasdaq.com/symbol/dex
DDF,"Delaware Investments Dividend & Income Fund, Inc.",14.4,110709475.2,n/a,1993,n/a,n/a,https://www.nasdaq.com/symbol/ddf
DKL,"Delek Logistics Partners, L.P.",32.85,801783254.3,n/a,2012,Energy,Natural Gas Distribution,https://www.nasdaq.com/symbol/dkl
DK,"Delek US Holdings, Inc.",40.34,3100350991,n/a,2017,Energy,Integrated oil Companies,https://www.nasdaq.com/symbol/dk
DELL,Dell Technologies Inc.,51.56,37049155509,n/a,2018,Technology,Computer Manufacturing,https://www.nasdaq.com/symbol/dell
DLPH,Delphi Technologies PLC,19.51,1716045421,n/a,2017,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/dlph
DAL,"Delta Air Lines, Inc.",57.79,37832007886,n/a,n/a,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/dal
DLX,Deluxe Corporation,41.26,1800517413,n/a,n/a,Consumer Durables,Publishing,https://www.nasdaq.com/symbol/dlx
DNR,Denbury Resources Inc.,1.29,594979784.3,n/a,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/dnr
DBI,Designer Brands Inc.,19.01,1430177619,n/a,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/dbi
DESP,"Despegar.com, Corp.",13.69,947836719.3,n/a,2017,Consumer Services,Transportation Services,https://www.nasdaq.com/symbol/desp
DKT,Deutsch Bk Contingent Cap Tr V,25.6,0,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/dkt
DB,Deutsche Bank AG,7.64,15762848000,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/db
DXB,Deutsche Bank AG,25.25,0,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/dxb
DVN,Devon Energy Corporation,28.9,11999280000,n/a,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/dvn
DHX,"DHI Group, Inc.",3.83,210787910.6,n/a,2007,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/dhx
DHT,"DHT Holdings, Inc.",5.89,836380000,n/a,2005,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/dht
DEO,Diageo plc,170.93,1.01421E+11,n/a,n/a,Consumer Non-Durables,Beverages (Production/Distribution),https://www.nasdaq.com/symbol/deo
DO,"Diamond Offshore Drilling, Inc.",9.03,1243346362,n/a,1995,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/do
DSSI,Diamond S Shipping Inc.,13.41,534934260.2,n/a,2019,Consumer Services,Transportation Services,https://www.nasdaq.com/symbol/dssi
DRH,Diamondrock Hospitality Company,10.25,2064846910,n/a,2005,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/drh
DSX,Diana Shipping inc.,3.43,345192973.9,n/a,2005,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/dsx
DSX^B,Diana Shipping inc.,24.81,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dsx^b
DKS,Dick&#39;s Sporting Goods Inc,34.99,3219969936,n/a,2002,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/dks
DBD,Diebold Nixdorf Incorporated,9.28,710777963.8,n/a,n/a,Miscellaneous,Office Equipment/Supplies/Services,https://www.nasdaq.com/symbol/dbd
DLR,"Digital Realty Trust, Inc.",117.07,24383682615,n/a,2004,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/dlr
DLR^C,"Digital Realty Trust, Inc.",27.1,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dlr^c
DLR^G,"Digital Realty Trust, Inc.",25.19,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dlr^g
DLR^I,"Digital Realty Trust, Inc.",26.17,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dlr^i
DLR^J,"Digital Realty Trust, Inc.",24.94,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dlr^j
DLR^K,"Digital Realty Trust, Inc.",26.06,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dlr^k
DDS,"Dillard&#39;s, Inc.",59.44,1529972404,n/a,n/a,Consumer Services,Department/Specialty Retail Stores,https://www.nasdaq.com/symbol/dds
DDT,"Dillard&#39;s, Inc.",26.12,0,n/a,n/a,Consumer Services,Department/Specialty Retail Stores,https://www.nasdaq.com/symbol/ddt
DIN,"Dine Brands Global, Inc.",95.4,1672843388,n/a,n/a,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/din
DPLO,"Diplomat Pharmacy, Inc.",5.96,445293628.2,n/a,2014,Health Care,Medical/Nursing Services,https://www.nasdaq.com/symbol/dplo
DFS,Discover Financial Services,78.58,25438615548,n/a,n/a,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/dfs
DNI,Dividend and Income Fund,11.6104,143819452.9,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dni
DLB,Dolby Laboratories,65.13,6620437536,n/a,2005,Miscellaneous,Multi-Sector Companies,https://www.nasdaq.com/symbol/dlb
DG,Dollar General Corporation,135.87,35098319923,n/a,2009,Consumer Services,Department/Specialty Retail Stores,https://www.nasdaq.com/symbol/dg
D,"Dominion Energy, Inc.",77.05,61822172243,n/a,n/a,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/d
DCUD,"Dominion Energy, Inc.",50.05,0,n/a,2016,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/dcud
DCUE,"Dominion Energy, Inc.",103.13,0,n/a,2019,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/dcue
DRUA,"Dominion Energy, Inc.",25.43,0,n/a,2016,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/drua
DPZ,Domino&#39;s Pizza Inc,271.1,11143269730,n/a,2004,Consumer Non-Durables,Food Distributors,https://www.nasdaq.com/symbol/dpz
UFS,Domtar Corporation,44.34,2882148951,n/a,n/a,Basic Industries,Paper,https://www.nasdaq.com/symbol/ufs
DCI,"Donaldson Company, Inc.",50.75,6471997026,n/a,n/a,Capital Goods,Pollution Control Equipment,https://www.nasdaq.com/symbol/dci
DFIN,"Donnelley Financial Solutions, Inc.",13.67,467514000,n/a,2016,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/dfin
LPG,Dorian LPG Ltd.,9.08,500922788.6,n/a,2014,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/lpg
DSL,DoubleLine Income Solutions Fund,20.13,2041034467,n/a,2013,n/a,n/a,https://www.nasdaq.com/symbol/dsl
DBL,DoubleLine Opportunistic Credit Fund,20.87,311539471.1,n/a,2012,n/a,n/a,https://www.nasdaq.com/symbol/dbl
PLOW,"Douglas Dynamics, Inc.",39.4,898139232.8,n/a,2010,Capital Goods,Construction/Ag Equipment/Trucks,https://www.nasdaq.com/symbol/plow
DEI,"Douglas Emmett, Inc.",39.84,6979351078,n/a,2006,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/dei
DOV,Dover Corporation,102.34,14873014583,n/a,n/a,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/dov
DVD,"Dover Motorsports, Inc.",1.98,72469730.52,n/a,1996,Consumer Services,Services-Misc. Amusement & Recreation,https://www.nasdaq.com/symbol/dvd
DOW,Dow Inc.,50.16,37561020066,n/a,2019,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/dow
RDY,Dr. Reddy&#39;s Laboratories Ltd,38.73,6425146813,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/rdy
DRD,DRDGOLD Limited,2.9,199249920.1,n/a,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/drd
DRQ,"Dril-Quip, Inc.",47.38,1716482924,n/a,1997,Energy,Metal Fabrications,https://www.nasdaq.com/symbol/drq
DS,Drive Shack Inc.,4.62,309665220.5,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/ds
DS^B,Drive Shack Inc.,25.7,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ds^b
DS^C,Drive Shack Inc.,24.9194,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ds^c
DS^D,Drive Shack Inc.,24.9,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ds^d
DTE,DTE Energy Company,128.28,23502490136,n/a,n/a,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/dte
DTJ,DTE Energy Company,25.78,0,n/a,2016,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/dtj
DTQ,DTE Energy Company,25.43,0,n/a,n/a,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/dtq
DTV,DTE Energy Company,56.11,0,n/a,2016,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/dtv
DTW,DTE Energy Company,25.47,0,n/a,2017,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/dtw
DTY,DTE Energy Company,26.9,0,n/a,2016,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/dty
DCO,Ducommun Incorporated,45.72,525685908.2,n/a,n/a,Capital Goods,Military/Government/Technical,https://www.nasdaq.com/symbol/dco
DPG,Duff & Phelps Global Utility Income Fund Inc.,15.36,582601820.2,n/a,2011,n/a,n/a,https://www.nasdaq.com/symbol/dpg
DSE,Duff & Phelps Select MLP and Midstream Energy Fund,4.91,128684260.4,n/a,2014,n/a,n/a,https://www.nasdaq.com/symbol/dse
DNP,"Duff & Phelps Utilities Income, Inc.",11.77,3508628314,n/a,1987,n/a,n/a,https://www.nasdaq.com/symbol/dnp
DTF,"Duff & Phelps Utilities Tax-Free Income, Inc.",13.9,118437521.5,n/a,1991,n/a,n/a,https://www.nasdaq.com/symbol/dtf
DUC,"Duff & Phelps Utility & Corporate Bond Trust, Inc.",8.77,241128369.9,n/a,1993,n/a,n/a,https://www.nasdaq.com/symbol/duc
DUK,Duke Energy Corporation,88.01,64075412070,n/a,n/a,Public Utilities,Power Generation,https://www.nasdaq.com/symbol/duk
DUK^A,Duke Energy Corporation,26.33,0,n/a,n/a,Public Utilities,Power Generation,https://www.nasdaq.com/symbol/duk^a
DUKB,Duke Energy Corporation,26.53,0,n/a,2018,Public Utilities,Power Generation,https://www.nasdaq.com/symbol/dukb
DUKH,Duke Energy Corporation,25.1,0,n/a,n/a,Public Utilities,Power Generation,https://www.nasdaq.com/symbol/dukh
DRE,Duke Realty Corporation,31.8,11429813008,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/dre
DD,"DuPont de Nemours, Inc.",75.82,56773212611,n/a,2017,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/dd
DXC,DXC Technology Company,55.94,15025330221,n/a,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/dxc
DY,"Dycom Industries, Inc.",59.99,1888663550,n/a,n/a,Basic Industries,Water Supply,https://www.nasdaq.com/symbol/dy
DLNG,Dynagas LNG Partners LP,1.47,52170300,n/a,n/a,Consumer Services,Marine Transportation,https://www.nasdaq.com/symbol/dlng
DLNG^A,Dynagas LNG Partners LP,17.7654,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dlng^a
DLNG^B,Dynagas LNG Partners LP,16.9099,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dlng^b
DX,"Dynex Capital, Inc.",16.62,408651180.5,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/dx
DX^A,"Dynex Capital, Inc.",25.5934,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dx^a
DX^B,"Dynex Capital, Inc.",24.7,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dx^b
CTA^A,E.I. du Pont de Nemours and Company,82.5,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/cta^a
CTA^B,E.I. du Pont de Nemours and Company,107.5001,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/cta^b
ELF,"e.l.f. Beauty, Inc.",14.25,709510065,n/a,2016,Consumer Non-Durables,Package Goods/Cosmetics,https://www.nasdaq.com/symbol/elf
EGIF,Eagle Growth and Income Opportunities Fund,15.6,112021650,n/a,2015,n/a,n/a,https://www.nasdaq.com/symbol/egif
EXP,Eagle Materials Inc,88.09,3806032925,n/a,n/a,Capital Goods,Building Materials,https://www.nasdaq.com/symbol/exp
ECC           ,Eagle Point Credit Company Inc.,18.15,441297847.7,n/a,2014,n/a,n/a,https://www.nasdaq.com/symbol/ecc
ECCA,Eagle Point Credit Company Inc.,25.7,0,n/a,2015,n/a,n/a,https://www.nasdaq.com/symbol/ecca
ECCB,Eagle Point Credit Company Inc.,26.16,0,n/a,2016,n/a,n/a,https://www.nasdaq.com/symbol/eccb
ECCX,Eagle Point Credit Company Inc.,25.33,0,n/a,2018,n/a,n/a,https://www.nasdaq.com/symbol/eccx
ECCY,Eagle Point Credit Company Inc.,25.67,0,n/a,2017,n/a,n/a,https://www.nasdaq.com/symbol/eccy
ESTE,"Earthstone Energy, Inc.",6.2,398775561.8,n/a,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/este
DEA,"Easterly Government Properties, Inc.",18.09,1230536649,n/a,2015,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/dea
EGP,"EastGroup Properties, Inc.",116.1,4266992998,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/egp
EMN,Eastman Chemical Company,79.59,11029470137,n/a,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/emn
